Ticker,Company Name
RCFA11.SA,Grupo RCFA
RCRI11B.SA,RB Capital Rendimentos
RDPD11.SA,BB Renda de Papeis Imobiliários II
REIT11.SA,Socopa Fundo de Investimento Imobiliário
SADI11.SA,Santander Papeis Imobiliários CDI
SAIC11B.SA,Sia Corporate
SFND11.SA,São Fernando
SHDP11B.SA,Shopping Parque Dom Pedro
SHOP11.SA,Multi Shoppings
SPAF11.SA,SPA Fundo de Investimento Imobiliário
STRX11.SA,STARX FII
TCR11.SA,BTG Pactual Crédito Imobiliário
TORM13.SA,Tourmalet I
TOUR11.SA,Tourmalet II
TSNC11.SA,Transinc
VERE11.SA,Vereda
VLJS11.SA,Vector Queluz Lajes Corporativas
VPSI11.SA,Polo Shopping Indaiatuba
WTSP11B.SA,Ourinvest RE I
YCHY11.SA,Yaguara Capital High Yield
VIVA3.SA,Vivara
CEAB3.SA,C A Modas SA
BMGB11.SA,Banco BMG Unit
BMGB4.SA,Banco BMG ON
SDIP11.SA,SDI Properties
RBCO11.SA,Rb Cap
IBFF11.SA,Integral Brei Reit
CVBI11.SA,Vbi Cri
HRDF11.SA,Hedge Realty
RSPD11.SA,Rb Cap
TCPF11.SA,Treecorp
